Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Day_of_Journey,Travelling_time,Price
3,4,4,90,0,0,0,3,1759
0,2,2,320,1,0,2,0,4744
2,0,0,180,0,0,1,3,7229
2,2,2,1685,1,0,1,0,15029
0,1,1,160,0,0,4,3,4462
3,3,3,135,0,0,1,1,6300
1,4,4,75,0,0,3,3,2575
2,0,0,1455,1,1,1,3,11087
4,2,2,560,1,0,2,0,6305
6,0,0,160,0,0,1,3,8290
2,0,0,180,0,1,1,1,5769
0,0,0,180,0,0,2,3,4990
7,0,0,165,0,0,6,3,6135
0,2,2,345,1,0,2,0,5733
4,2,2,900,1,0,2,1,7670
2,2,2,1430,2,0,3,3,12819
0,0,0,170,0,0,1,3,4823
0,2,2,965,1,0,3,0,6979
1,1,1,545,1,0,6,1,10493
1,2,2,1395,2,0,1,3,16111
1,2,2,1275,2,0,4,3,10651
0,2,2,665,1,0,0,0,6600
2,2,2,1320,2,1,4,2,10919
0,1,1,165,0,0,3,1,5198
1,0,0,1890,2,0,1,1,12778
0,4,4,85,0,0,2,3,2754
2,2,2,1195,2,0,3,3,15129
0,2,2,305,1,0,3,3,7255
4,2,2,375,1,0,3,1,14486
5,2,2,355,1,0,6,1,6591
3,0,0,175,0,2,1,3,3573
2,2,2,1295,1,1,6,2,10262
2,1,1,910,1,0,2,3,14388
2,2,2,1530,1,0,2,2,14714
2,2,2,1025,2,1,4,3,10368
3,3,3,155,0,0,3,1,3384
1,1,1,1540,1,0,6,2,7742
0,2,2,345,1,0,4,0,6386
2,0,0,185,0,1,3,3,7229
1,1,1,545,1,0,2,1,8891
4,2,2,480,1,0,6,2,13587
0,2,2,350,1,0,2,1,8227
1,1,1,805,2,0,4,1,12125
3,1,1,140,0,0,5,3,3873
4,2,2,570,1,0,4,2,13377
2,1,1,1630,1,0,3,3,10953
3,1,1,160,0,0,1,1,4622
2,1,1,1210,1,0,6,2,14231
2,2,2,1270,1,1,0,3,10262
0,0,0,170,0,0,0,3,3943
6,1,1,1440,1,0,3,3,8610
4,2,2,915,1,0,3,1,6717
4,2,2,630,1,0,0,1,10877
0,1,1,290,1,0,5,2,4775
2,1,1,365,1,0,4,2,14571
3,0,0,175,0,2,6,1,6205
2,1,1,1295,1,0,5,3,14151
4,2,2,560,1,0,2,1,6637
1,0,0,1640,2,0,6,1,12074
0,1,1,155,0,0,4,1,4804
0,1,1,315,1,0,2,3,7252
0,2,2,275,1,0,2,1,6069
2,2,2,450,1,0,3,1,15554
0,3,3,165,0,0,5,2,3850
1,2,2,1470,2,0,5,3,12940
3,1,1,435,1,0,5,1,8844
2,2,2,715,1,1,4,1,15190
2,0,0,490,1,1,4,1,9134
2,2,2,940,1,0,2,3,11822
4,2,2,630,1,0,3,2,15078
3,4,4,85,0,0,3,3,11005
0,2,2,635,1,0,3,2,7006
0,0,0,295,1,0,1,2,4259
1,2,2,1305,2,0,1,3,11762
2,0,0,1445,1,1,6,1,8147
3,1,1,155,0,2,0,1,3841
0,1,1,155,0,0,0,2,4174
2,2,2,655,1,1,0,2,12898
3,2,2,380,1,0,3,2,5583
2,2,2,450,1,1,3,1,10262
2,0,0,165,0,0,2,1,7229
2,2,2,1375,2,0,1,0,15129
6,0,0,170,0,0,4,3,4668
0,0,0,175,0,0,3,3,4990
0,1,1,165,0,0,6,3,6985
0,0,0,180,0,0,0,2,4823
6,1,1,700,1,0,5,1,9345
2,1,1,1575,1,1,2,2,10844
2,2,2,1620,2,0,3,1,14657
0,2,2,665,1,0,2,0,6818
1,2,2,1545,2,0,2,0,11543
3,4,4,85,0,2,6,3,2175
2,1,1,1285,1,1,3,3,10844
2,4,4,85,0,0,4,1,8040
2,1,1,740,1,0,3,1,14571
2,1,1,330,1,0,4,1,14571
2,2,2,1235,1,1,1,2,12898
4,2,2,555,1,0,4,1,14848
4,2,2,390,1,0,5,3,8283
2,0,0,175,0,0,6,2,7229
4,2,2,830,1,0,5,1,8405
2,2,2,1365,2,0,6,0,19266
1,2,2,875,1,0,0,2,11038
2,0,0,185,0,0,4,3,8016
3,3,3,140,0,0,3,2,3384
0,2,2,415,1,0,2,3,6573
2,2,2,1195,2,0,0,3,12819
2,2,2,1125,2,0,1,1,15129
0,0,0,170,0,0,3,3,3943
2,0,0,805,1,1,6,3,7832
0,0,0,175,0,0,6,1,6860
0,0,0,175,0,0,3,3,4823
1,0,0,165,0,0,2,2,5228
2,1,1,345,1,0,4,2,13364
2,0,0,885,1,0,0,2,13555
0,3,3,140,0,0,0,3,5277
1,1,1,1100,2,0,3,1,13243
4,2,2,780,1,0,3,1,9794
2,0,0,165,0,0,3,1,8016
4,2,2,480,1,0,6,2,13377
2,1,1,1745,1,0,4,2,12692
1,1,1,610,2,0,3,1,10697
3,3,3,155,0,0,2,1,3384
0,2,2,940,1,0,3,1,6734
2,1,1,800,1,1,3,3,10844
1,0,0,170,0,0,4,3,5228
1,1,1,1545,1,0,4,1,8891
0,3,3,140,0,0,2,1,3384
4,2,2,780,1,0,6,1,17057
0,1,1,265,1,0,0,3,3480
3,0,0,170,0,0,1,1,4423
2,1,1,1330,1,0,4,1,14178
3,2,2,270,1,2,0,1,4760
2,1,1,800,1,0,4,3,14151
2,1,1,1220,1,0,4,3,12681
2,2,2,195,0,1,0,1,4886
7,1,1,155,0,0,4,1,3807
0,1,1,155,0,0,5,0,4804
0,0,0,290,1,0,1,1,5694
4,2,2,600,1,0,4,1,10197
0,0,0,170,0,0,5,3,4077
2,1,1,705,1,0,5,1,14781
0,1,1,155,0,0,3,1,5224
0,1,1,160,0,0,2,3,4804
2,1,1,1330,1,1,1,1,8586
1,1,1,1515,1,0,1,2,7662
2,2,2,535,1,0,6,1,18550
6,1,1,385,1,0,4,2,8610
2,0,0,180,0,0,5,1,7229
1,1,1,1165,2,0,3,1,12009
2,1,1,1685,1,0,5,2,14151
1,2,2,170,0,0,2,0,4729
1,2,2,170,0,0,6,0,7931
2,2,2,1505,1,1,1,1,12898
2,2,2,1295,1,0,1,1,16289
2,2,2,1295,2,0,2,3,13292
4,2,2,780,1,0,0,1,7618
4,2,2,435,1,0,5,3,13377
7,1,1,955,1,0,4,1,5192
4,2,2,455,1,1,0,1,7268
2,1,1,800,1,1,4,3,12384
0,0,0,170,0,0,4,0,5694
2,0,0,420,2,0,0,1,16338
4,2,2,750,1,0,3,2,7198
2,2,2,650,1,1,3,1,6540
2,4,4,90,0,1,2,3,3210
3,1,1,155,0,0,1,1,3873
7,0,0,165,0,0,6,1,4483
7,2,2,340,1,0,2,2,6752
0,0,0,175,0,0,2,1,4823
1,1,1,745,1,0,2,3,10203
3,1,1,140,0,0,5,3,3873
3,4,4,80,0,0,2,2,2017
2,1,1,1215,1,1,3,1,8586
2,0,0,695,1,4,3,3,31825
1,1,1,1665,2,0,2,1,16057
2,2,2,1570,1,1,3,0,10262
0,2,2,305,1,0,6,3,6593
3,0,0,175,0,0,0,3,3971
2,2,2,1415,1,0,1,3,16289
2,1,1,1450,1,1,5,1,9314
2,0,0,180,0,1,1,2,4030
4,2,2,420,1,0,4,2,13587
2,1,1,1295,1,1,5,3,9314
7,2,2,625,1,0,5,3,6253
7,1,1,955,1,0,0,1,5192
1,1,1,1700,2,0,5,1,16372
6,0,0,170,0,0,2,1,5403
4,2,2,440,1,0,2,1,11200
0,3,3,145,0,0,4,1,3858
0,1,1,155,0,0,1,2,4174
1,2,2,185,0,0,5,3,5411
0,4,4,90,0,0,2,2,3175
0,3,3,140,0,0,4,2,3858
2,1,1,520,1,0,5,3,13941
1,2,2,1800,2,0,5,2,12182
0,0,0,180,0,0,4,2,4990
2,1,1,1540,1,1,4,3,10539
0,0,0,175,0,0,1,1,6860
6,2,2,175,0,0,0,2,8001
2,2,2,1210,1,1,3,3,10262
6,1,1,385,1,0,2,2,8085
0,0,0,170,0,0,3,0,3419
1,1,1,1665,2,0,5,1,15164
0,1,1,165,0,0,6,2,6565
2,2,2,805,2,1,2,0,9254
7,1,1,220,1,0,3,1,6857
1,1,1,1100,2,0,3,1,12140
3,1,1,145,0,2,3,1,3841
2,1,1,685,1,0,2,1,14781
1,2,2,1300,1,0,5,1,8372
1,1,1,1830,3,0,4,2,8607
4,2,2,660,1,0,0,1,13587
2,2,2,450,1,0,5,3,15554
2,1,1,1360,1,1,1,3,10844
0,4,4,90,0,0,4,2,4392
1,0,0,165,0,0,0,2,6961
1,2,2,795,1,0,5,1,8907
0,2,2,835,1,0,5,1,6442
2,1,1,570,1,1,2,2,8586
1,2,2,1820,2,0,2,2,13486
1,4,4,75,0,0,3,3,3100
2,2,2,2070,2,1,0,2,15812
1,2,2,185,0,0,2,3,5201
0,2,2,825,2,0,6,1,9413
1,2,2,1380,2,0,3,3,13591
2,4,4,85,0,0,6,0,5678
1,0,0,895,1,0,6,1,6781
2,0,0,1005,1,1,3,3,7832
2,2,2,1610,1,1,1,2,14053
2,1,1,800,1,1,3,3,10703
4,2,2,480,1,0,2,2,13727
4,2,2,480,1,0,0,2,7408
2,0,0,1280,1,0,3,2,20800
1,2,2,1100,2,0,2,2,11911
6,0,0,160,0,0,0,1,5403
2,1,1,575,1,1,3,1,13469
2,2,2,910,2,1,3,3,11270
7,2,2,590,1,0,0,3,6152
2,2,2,1225,1,0,2,1,12452
2,1,1,1430,1,1,2,2,10844
0,2,2,635,1,0,5,1,8216
2,1,1,800,1,0,4,1,13626
4,2,2,855,2,0,0,1,7084
4,2,2,860,1,0,3,0,7575
1,0,0,1475,1,0,6,1,6781
2,0,0,180,0,1,3,1,6478
3,4,4,80,0,2,4,0,2385
4,2,2,480,1,0,5,2,9385
5,0,0,175,0,0,3,1,5048
0,2,2,305,1,0,4,3,5058
10,2,2,440,1,0,3,1,11269
4,2,2,390,1,0,2,3,7363
1,2,2,1305,2,0,1,3,11762
2,2,2,800,1,0,0,2,15764
2,2,2,1105,1,1,4,1,10262
2,2,2,1320,2,1,2,2,10919
2,2,2,1530,1,1,5,2,10262
1,1,1,1045,2,0,2,0,11883
3,1,1,140,0,0,3,3,3847
2,4,4,90,0,0,4,3,5678
6,1,1,930,1,0,3,1,8662
2,2,2,865,1,1,0,2,12898
3,0,0,175,0,0,3,3,4423
1,2,2,875,1,0,4,2,8991
3,2,2,295,1,0,2,2,5409
0,2,2,455,1,0,5,1,6442
1,1,1,590,2,0,4,2,9941
0,2,2,880,2,0,3,1,6494
4,2,2,510,1,0,0,2,7198
3,0,0,170,0,0,1,0,7110
2,0,0,875,1,1,1,3,11087
0,1,1,155,0,0,3,3,4804
0,0,0,175,0,0,5,1,4823
2,1,1,575,1,0,3,1,14151
4,2,2,780,1,1,3,1,10791
6,1,1,1555,1,0,4,1,7980
1,2,2,1535,1,0,5,0,6587
6,3,3,135,0,0,2,1,3687
1,2,2,1470,2,0,2,3,13307
1,4,4,85,0,0,6,2,2050
4,2,2,600,1,0,3,1,10197
6,0,0,170,0,0,0,3,4668
0,0,0,170,0,0,4,2,4990
0,4,4,90,0,0,4,1,4049
4,2,2,720,1,0,5,1,7933
0,4,4,90,0,0,2,1,4049
2,2,2,1280,1,1,2,1,6645
2,4,4,90,0,0,1,1,8040
4,2,2,755,1,0,3,2,8098
2,2,2,1005,1,1,2,0,10262
2,0,0,780,1,0,0,3,12284
2,2,2,1680,1,1,2,2,10262
0,0,0,170,0,0,2,3,4990
1,0,0,1030,2,0,0,2,12568
2,1,1,570,1,1,2,2,11841
2,2,2,620,1,0,5,0,18371
3,0,0,475,1,0,3,1,23267
2,1,1,840,1,0,5,1,13067
0,3,3,140,0,0,4,3,5277
1,2,2,865,2,0,0,2,13879
0,1,1,155,0,0,2,2,4174
1,2,2,1410,2,0,3,3,10178
2,2,2,1000,2,0,4,1,13882
6,0,0,165,0,0,1,3,4878
6,0,0,170,0,0,3,1,4668
2,1,1,1595,1,1,1,3,10844
4,2,2,735,1,0,3,1,7005
2,2,2,620,1,1,1,0,12898
1,2,2,925,1,0,5,0,9929
2,2,2,540,1,0,6,1,14714
1,2,2,170,0,0,6,0,6094
2,0,0,680,1,0,0,1,16736
2,0,0,175,0,0,0,1,7229
4,2,2,460,1,0,5,0,8882
4,2,2,660,1,0,3,1,10197
0,1,1,155,0,0,3,3,4804
0,2,2,350,1,0,6,1,13628
6,2,2,190,0,0,0,2,6216
1,2,2,1535,1,0,1,0,7480
1,1,1,375,1,0,4,1,11936
3,3,3,135,0,0,0,1,3859
2,1,1,845,1,1,3,3,8586
6,0,0,175,0,0,3,3,21730
0,2,2,500,1,0,6,2,6628
1,1,1,1195,2,0,5,2,10151
2,1,1,1285,1,0,1,2,11467
0,2,2,295,1,0,5,0,7010
2,0,0,180,0,0,0,2,7229
0,0,0,180,0,0,1,2,8033
2,0,0,175,0,0,5,1,7229
0,1,1,315,1,0,4,3,6911
2,2,2,1380,2,0,3,3,14300
1,1,1,1100,2,0,4,1,13033
0,0,0,170,0,0,4,0,3943
3,0,0,175,0,0,1,1,6205
0,2,2,570,1,0,0,1,14871
2,4,4,85,0,0,5,0,5678
4,2,2,465,1,0,6,1,16108
2,0,0,775,1,0,0,3,17261
3,0,0,160,0,0,3,0,3311
0,1,1,155,0,0,2,1,4174
0,0,0,170,0,0,4,2,4823
1,0,0,920,1,0,1,3,8425
2,0,0,175,0,0,2,1,7229
5,2,2,540,1,0,4,1,5281
2,2,2,1225,1,0,1,1,17549
4,2,2,780,1,0,2,1,13797
0,0,0,170,0,0,2,1,4823
1,2,2,955,1,0,2,2,7258
4,2,2,765,1,0,6,2,18192
1,1,1,1165,2,0,5,1,13899
2,1,1,400,1,1,3,2,10844
2,1,1,1450,1,0,3,1,14151
4,2,2,620,1,0,0,2,15147
5,0,0,175,0,0,5,1,3898
0,2,2,665,1,0,2,0,6818
2,1,1,1170,1,0,2,2,14781
7,1,1,500,2,0,1,2,5192
2,2,2,425,2,0,3,0,14441
2,1,1,1480,1,0,4,3,14151
0,1,1,220,1,0,5,3,4226
1,2,2,1380,2,0,0,3,13381
4,2,2,845,1,0,5,0,10678
2,2,2,440,1,0,2,1,12242
2,4,4,85,0,1,4,0,4995
2,2,2,450,1,1,6,3,10262
3,1,1,140,0,2,0,3,3841
2,1,1,960,1,1,3,3,9663
0,1,1,155,0,0,3,1,5224
4,2,2,730,1,0,5,1,14533
3,4,4,90,0,0,4,3,2017
2,0,0,185,0,1,4,3,5769
4,2,2,485,1,0,3,1,11622
0,0,0,175,0,0,0,3,4823
2,0,0,1280,1,1,3,2,7832
4,2,2,705,1,0,0,1,9001
0,4,4,90,0,0,3,2,2754
2,0,0,180,0,0,4,1,7229
0,2,2,280,1,0,1,3,6937
1,1,1,920,2,0,3,1,13033
3,0,0,160,0,0,1,0,3625
2,2,2,1295,2,0,3,3,13292
1,0,0,1525,2,0,1,1,12778
3,1,1,150,0,2,6,2,3841
0,4,4,85,0,0,0,3,2227
3,1,1,520,1,0,3,1,6171
1,1,1,1195,2,0,3,2,10676
2,2,2,1025,2,0,0,3,13014
0,4,4,90,0,0,0,0,2754
1,2,2,865,2,0,2,2,8367
2,2,2,1570,1,1,0,0,5177
3,1,1,150,0,0,3,2,4174
4,2,2,615,1,0,2,1,9794
4,2,2,385,1,0,0,1,10486
4,2,2,675,1,0,1,1,15058
0,1,1,155,0,0,5,3,4804
2,2,2,1665,1,0,0,2,17024
5,1,1,455,1,0,3,2,8855
1,2,2,640,1,0,4,3,8372
2,4,4,85,0,1,0,0,4050
2,0,0,175,0,0,3,1,7229
3,4,4,80,0,2,0,0,2385
5,0,0,170,0,0,0,1,3898
0,0,0,165,0,0,6,0,6860
3,2,2,315,1,0,0,1,6749
1,1,1,525,2,0,1,2,15107
2,2,2,1125,2,1,5,1,10368
2,0,0,860,1,1,3,1,7832
3,4,4,90,0,2,0,2,2385
0,1,1,150,0,0,0,2,4804
1,2,2,1595,2,0,3,2,8236
0,2,2,570,1,0,2,1,6416
2,2,2,450,1,1,4,1,10262
2,2,2,1210,1,0,4,3,14714
3,1,1,330,1,0,4,2,7646
1,2,2,765,1,0,6,3,7480
6,3,3,140,0,0,0,2,11982
4,2,2,520,1,0,5,1,8309
2,2,2,425,2,1,4,0,13344
1,1,1,890,1,0,4,3,4227
1,2,2,1180,2,0,3,2,9706
3,4,4,90,0,0,2,2,2017
0,2,2,835,1,0,4,1,6442
2,0,0,185,0,0,5,3,8016
0,2,2,320,1,0,4,1,5298
6,0,0,155,0,0,1,2,4878
2,2,2,865,1,1,0,2,10262
0,1,1,300,1,0,3,0,4176
0,2,2,845,1,0,5,1,5883
4,2,2,540,1,0,3,1,12717
0,3,3,140,0,0,3,1,3850
0,3,3,140,0,0,0,3,3597
3,4,4,90,0,2,3,2,2175
7,0,0,170,0,0,2,3,7080
2,1,1,665,1,1,4,3,8849
2,1,1,685,1,1,4,1,9899
6,0,0,160,0,0,5,1,4878
4,2,2,705,1,0,3,1,7787
3,3,3,140,0,0,1,2,3597
5,2,2,540,1,0,4,1,5281
6,1,1,1350,1,0,2,3,9345
0,2,2,635,1,0,0,1,6442
0,2,2,705,1,0,3,1,6838
3,3,3,140,0,0,2,2,3597
3,4,4,80,0,0,3,0,3173
4,2,2,435,1,0,2,3,13377
2,1,1,1295,1,1,3,3,9314
4,2,2,545,1,0,1,2,9856
1,2,2,675,1,0,1,1,8372
2,1,1,1400,1,1,4,3,7064
0,1,1,155,0,0,5,3,4804
2,2,2,810,2,1,0,0,13029
0,2,2,490,1,0,4,2,7640
2,0,0,435,1,0,3,1,22270
1,0,0,170,0,0,4,3,4441
2,2,2,1165,1,1,0,1,12898
2,1,1,1285,1,1,4,3,7064
2,1,1,740,1,1,4,1,10844
3,1,1,145,0,0,4,1,4174
2,1,1,1695,1,1,4,2,8529
0,0,0,170,0,0,1,3,3625
0,0,0,175,0,0,1,0,3419
0,3,3,145,0,0,4,0,3850
1,1,1,1255,2,0,4,2,12802
3,2,2,360,1,0,0,2,9748
0,2,2,500,1,0,2,2,6104
0,0,0,180,0,0,4,3,3943
0,2,2,560,1,0,2,1,7514
2,0,0,160,0,0,0,3,18308
1,4,4,255,2,0,0,3,17327
1,2,2,1115,2,0,2,2,8892
4,2,2,520,1,0,0,1,9794
0,0,0,175,0,0,4,0,4423
2,1,1,1485,1,1,4,3,10844
2,2,2,1485,1,0,3,3,15554
6,3,3,140,0,0,5,2,11982
0,4,4,90,0,0,2,1,4049
0,1,1,155,0,0,6,2,5618
1,2,2,1380,2,0,3,3,13591
4,2,2,930,1,0,0,1,9508
3,3,3,135,0,2,1,1,3543
2,0,0,185,0,0,3,3,7229
6,0,0,170,0,0,1,1,4668
2,1,1,1200,1,0,1,2,14388
2,1,1,1025,1,1,2,3,10844
1,2,2,765,1,0,4,3,7690
2,1,1,1450,1,0,1,1,13067
3,4,4,90,0,2,0,0,1965
2,2,2,1610,1,0,1,2,16289
1,1,1,745,1,0,3,3,10203
2,1,1,570,1,0,2,2,15149
6,1,1,385,1,0,1,2,9345
3,4,4,90,0,0,5,0,2017
6,1,1,975,1,0,2,1,9345
1,1,1,1485,1,0,2,2,6528
4,2,2,380,1,0,6,1,15603
2,2,2,1300,2,0,0,1,13376
3,2,2,315,1,0,3,1,5583
2,2,2,1620,1,1,4,2,10577
1,2,2,1180,2,0,2,2,10651
2,1,1,875,1,1,4,2,7594
7,1,1,220,1,0,5,1,6857
0,0,0,170,0,0,5,2,4423
2,2,2,425,2,1,4,0,13344
3,0,0,175,0,0,5,3,3971
2,2,2,600,1,0,0,1,18371
2,2,2,1995,2,1,2,3,6643
4,2,2,465,1,0,0,1,15077
1,0,0,165,0,0,5,1,6121
3,4,4,80,0,0,6,2,5755
1,2,2,765,1,0,2,3,4487
3,2,2,270,1,2,1,1,5158
2,1,1,520,1,1,5,3,8586
1,4,4,80,0,0,6,1,3100
2,4,4,85,0,1,3,0,3210
2,2,2,1040,1,1,3,3,12373
4,2,2,730,1,0,6,1,15135
2,2,2,810,2,0,3,0,13292
3,4,4,90,0,0,3,2,2017
2,2,2,1320,2,1,4,2,10919
6,4,4,1500,1,0,0,3,12395
3,3,3,135,0,2,4,1,3543
2,4,4,90,0,1,2,3,2228
1,2,2,1410,2,0,3,3,8236
7,2,2,830,1,0,2,2,11410
2,2,2,810,2,0,1,3,15129
5,1,1,155,0,0,0,2,3514
2,1,1,690,1,1,3,1,13469
0,0,0,180,0,0,2,3,3943
6,0,0,175,0,0,6,3,7608
1,0,0,165,0,0,0,1,6961
4,2,2,585,1,0,6,1,12042
9,0,0,400,1,6,3,0,62427
1,0,0,655,2,0,1,1,9586
3,3,3,135,0,2,6,1,3543
2,2,2,1630,2,0,4,1,13882
2,1,1,435,1,0,4,1,8781
7,1,1,500,2,0,4,2,5192
0,2,2,940,1,0,2,1,6442
2,2,2,825,1,0,2,3,15554
2,1,1,1285,1,1,1,3,10844
0,4,4,90,0,0,0,2,2754
4,2,2,420,1,0,1,2,14067
5,2,2,370,1,0,5,1,5140
0,2,2,895,1,0,3,1,8330
2,4,4,90,0,0,6,3,5678
2,0,0,1170,1,1,1,3,11087
5,0,0,175,0,0,3,3,18558
0,4,4,90,0,0,3,0,16000
3,0,0,175,0,2,2,3,3573
4,2,2,760,1,0,2,2,7670
2,2,2,1195,2,0,0,3,12819
6,0,0,155,0,0,2,2,4878
2,2,2,1295,2,1,3,3,11507
7,2,2,330,1,0,3,1,8759
2,2,2,1530,1,1,4,2,10262
1,2,2,1580,2,0,1,1,10975
2,2,2,550,1,1,3,3,10262
4,2,2,490,1,1,3,2,6007
0,3,3,145,0,0,3,1,3858
0,2,2,490,1,0,3,2,6412
1,1,1,150,0,0,6,2,6245
1,2,2,1410,2,0,4,3,9968
4,2,2,640,1,1,1,0,18260
0,0,0,175,0,0,6,3,8855
2,1,1,590,1,1,4,1,10844
3,3,3,135,0,0,0,1,3597
2,1,1,1685,1,0,2,2,13067
2,0,0,1070,1,0,1,2,13817
1,0,0,990,1,0,1,1,11602
2,1,1,1545,1,0,3,2,13941
2,1,1,1365,1,0,2,3,14151
0,0,0,170,0,0,2,0,3943
2,1,1,705,1,1,3,1,10844
3,4,4,90,0,0,1,0,2753
2,2,2,1005,1,0,4,0,14714
4,2,2,545,1,0,5,1,9646
2,2,2,330,1,0,3,1,15554
1,0,0,435,2,0,0,1,13261
2,0,0,1045,1,1,0,1,11087
2,2,2,810,2,1,5,0,11507
4,2,2,390,1,0,3,3,9424
5,0,0,170,0,0,2,1,4937
3,0,0,175,0,2,3,3,3257
0,0,0,170,0,0,2,1,4823
0,3,3,140,0,0,3,3,5277
3,1,1,150,0,0,2,2,3873
2,1,1,730,1,1,4,2,10844
4,2,2,510,1,0,0,2,7198
1,2,2,170,0,0,2,0,6094
0,0,0,165,0,0,1,1,3943
0,0,0,180,0,0,2,3,3943
2,1,1,960,1,0,4,3,12681
6,0,0,155,0,0,0,2,5613
3,1,1,145,0,0,4,1,3873
2,2,2,1415,1,1,0,2,12898
2,2,2,1375,2,0,3,0,15129
3,3,3,135,0,0,3,1,3911
0,2,2,195,0,0,4,3,6015
2,0,0,365,1,0,3,2,54826
0,2,2,305,1,0,2,3,5073
0,3,3,140,0,0,3,0,4326
1,2,2,1595,2,0,0,2,9443
2,4,4,90,0,0,2,1,8040
2,0,0,165,0,0,0,1,7229
0,0,0,170,0,0,5,2,3943
1,0,0,685,3,0,0,2,14195
2,2,2,1130,2,0,5,1,13292
0,1,1,155,0,0,0,1,4174
2,0,0,860,1,0,0,1,16736
2,0,0,165,0,1,3,1,5198
4,2,2,730,1,0,2,1,15058
0,2,2,300,1,0,0,1,5073
4,2,2,660,1,0,2,1,10197
3,3,3,140,0,2,3,2,3543
2,0,0,180,0,1,3,2,7229
1,2,2,1180,2,0,6,2,10966
2,1,1,570,1,1,6,2,11134
7,1,1,150,0,0,1,3,3807
1,0,0,170,0,0,2,2,5228
0,3,3,140,0,0,4,2,3597
7,0,0,165,0,0,5,1,4483
2,2,2,1015,1,1,0,1,10262
3,2,2,270,1,2,3,1,5158
1,0,0,1520,1,0,3,3,6010
2,2,2,1320,2,0,4,2,13376
2,2,2,1365,2,0,3,0,11543
4,2,2,560,1,1,0,1,15342
3,0,0,175,0,0,4,1,6309
6,0,0,165,0,0,4,3,5823
6,0,0,160,0,0,6,1,5403
3,1,1,155,0,0,6,1,3873
2,2,2,1270,1,1,0,3,12898
0,2,2,500,1,0,2,2,6979
1,1,1,1410,2,0,3,2,13437
2,2,2,1015,1,1,2,1,6017
2,2,2,330,1,1,3,1,14053
0,3,3,145,0,0,0,1,7295
2,1,1,1495,1,0,4,3,13044
2,0,0,175,0,1,1,1,4030
1,0,0,1625,2,0,0,1,13942
2,1,1,705,1,0,3,1,14781
3,0,0,170,0,0,6,0,3579
1,2,2,1275,2,0,0,3,10231
0,2,2,320,1,0,0,1,5530
2,1,1,345,1,1,3,2,10844
1,2,2,675,1,0,3,1,8372
2,2,2,775,1,0,1,1,16289
1,2,2,1275,2,0,2,3,11701
10,2,2,570,1,0,3,1,11269
4,2,2,750,1,0,5,2,9385
2,1,1,395,1,0,4,2,14151
2,0,0,180,0,1,2,1,4544
2,0,0,850,1,1,1,3,11087
0,1,1,155,0,0,2,0,5224
0,1,1,155,0,0,3,1,4804
1,4,4,880,1,0,1,0,6901
4,2,2,465,1,1,3,2,5999
6,0,0,170,0,0,2,3,5403
2,2,2,810,2,0,4,0,13014
2,4,4,85,0,1,2,1,4995
2,1,1,1545,1,0,1,1,13941
2,2,2,1295,2,1,2,3,11507
4,2,2,660,1,0,5,1,12192
4,2,2,450,1,0,0,3,7198
0,2,2,195,0,0,4,2,5000
3,1,1,155,0,2,0,1,3841
2,2,2,350,1,0,3,2,12347
6,3,3,140,0,0,5,2,11982
2,2,2,1375,2,1,3,0,13029
2,0,0,700,1,0,0,3,16736
0,1,1,155,0,0,0,2,4174
3,1,1,145,0,2,3,1,3841
2,2,2,1440,1,0,0,3,17024
0,0,0,180,0,0,4,3,3943
0,2,2,635,1,0,2,1,6442
1,2,2,2170,2,0,1,1,11762
3,1,1,145,0,0,2,1,4174
0,1,1,155,0,0,1,0,4804
4,2,2,690,1,0,3,2,13377
2,0,0,175,0,0,4,1,7229
0,0,0,170,0,0,4,3,8855
4,2,2,535,1,0,3,1,7741
2,0,0,315,1,0,3,1,22270
4,2,2,735,1,0,2,1,7740
1,1,1,1600,2,0,4,1,14960
2,2,2,535,1,0,2,1,12032
1,4,4,80,0,0,0,3,5462
2,2,2,1385,1,0,3,3,12347
1,3,3,135,0,0,2,1,3145
2,0,0,520,1,1,3,1,7832
0,1,1,150,0,0,4,2,4804
0,2,2,305,1,0,1,0,10482
2,2,2,1015,1,1,5,1,12373
4,2,2,915,1,0,6,1,10478
2,2,2,1125,2,1,5,1,13029
1,2,2,1255,1,0,3,2,6482
2,2,2,600,1,0,5,1,15554
4,2,2,615,1,0,4,1,11789
0,1,1,340,1,0,6,2,9413
1,1,1,1700,1,0,4,2,7662
4,2,2,390,1,0,1,3,7888
7,1,1,955,1,0,2,1,5192
4,2,2,640,1,1,0,1,6007
2,2,2,1595,1,1,0,1,12898
1,0,0,1545,2,0,0,1,11885
6,1,1,355,1,0,6,2,14360
1,1,1,1185,2,0,3,2,14330
4,2,2,555,1,0,2,2,6076
3,1,1,160,0,0,3,1,4622
2,1,1,665,1,0,3,3,14388
4,2,2,615,1,0,1,1,9794
0,1,1,150,0,0,2,2,4804
2,1,1,450,1,1,3,3,9663
5,2,2,370,1,0,3,1,5842
4,2,2,510,1,0,6,1,15603
0,1,1,165,0,0,6,3,5618
0,1,1,155,0,0,6,2,6565
3,2,2,295,1,0,0,2,5221
2,2,2,560,2,1,3,1,10368
1,2,2,765,1,0,0,3,7480
2,2,2,1490,2,0,4,1,13882
0,2,2,560,1,0,0,1,6442
0,0,0,175,0,0,0,1,4823
